UKPRN,Institution name,Main panel,UOA number,UOA name,Multiple submission name,Joint submission,Income source,2013-14,2014-15,2015-2020 (avg),2013-2020 (avg),2013-2020 (total)
10007792,University of Exeter,A,5,Biological Sciences,,,UK other sources,27690,154118,129075,118169,827183
10007792,University of Exeter,A,5,Biological Sciences,,,EU government bodies,1501455,1192621,2306767,2032559,14227913
10007792,University of Exeter,A,5,Biological Sciences,,,EU-based charities (open competitive process),0,1508,18122,13160,92120
10007792,University of Exeter,A,5,Biological Sciences,,,"EU industry, commerce and public corporations",42049,91424,49731,54590,382131
10007792,University of Exeter,A,5,Biological Sciences,,,EU (excluding UK) other,36205,100009,160330,133980,937864
10007792,University of Exeter,A,5,Biological Sciences,,,Non-EU-based charities (open competitive process),12928,4714,63895,48160,337120
10007792,University of Exeter,A,5,Biological Sciences,,,Non-EU industry commerce and public corporations,3717,3186,19375,14825,103781
10007792,University of Exeter,A,5,Biological Sciences,,,Non-EU other,337971,310998,226235,254306,1780147
10007792,University of Exeter,A,5,Biological Sciences,,,Total income,11654762,12070773,12492336,12312459,86187216
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",2643563,2718320,4271524,3817072,26719507
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,UK-based charities (open competitive process),163107,177515,250196,227371,1591603
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,UK-based charities (other),80822,39430,36799,43464,304250
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,"UK central government bodies/local authorities, health and hospital authorities",806944,840711,778318,791321,5539248
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,UK central government tax credits for research and development expenditure,0,638152,12002,99737,698164
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,"UK industry, commerce and public corporations",446223,425184,265948,314449,2201148
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,UK other sources,20160,46424,12813,18664,130652
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,EU government bodies,2630045,2427117,3524965,3240284,22681991
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,EU-based charities (open competitive process),0,0,8220,5871,41101
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,"EU industry, commerce and public corporations",62660,24040,59024,54546,381822
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,EU (excluding UK) other,40804,48026,175763,138235,967648
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,Non-EU-based charities (open competitive process),0,0,22360,15971,111803
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,Non-EU industry commerce and public corporations,0,1500,12717,9298,65088
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,Non-EU other,93560,216005,91294,109433,766037
10007792,University of Exeter,B,7,Earth Systems and Environmental Sciences,,,Total income,6987888,7602424,9521950,8885723,62200062
10007792,University of Exeter,B,9,Physics,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",2840134,2813280,3345302,3197132,22379928
10007792,University of Exeter,B,9,Physics,,,UK-based charities (open competitive process),58740,51185,589196,436558,3055906
10007792,University of Exeter,B,9,Physics,,,UK-based charities (other),53557,63940,37678,43698,305890
10007792,University of Exeter,B,9,Physics,,,"UK central government bodies/local authorities, health and hospital authorities",531470,697338,535299,557900,3905304
10007792,University of Exeter,B,9,Physics,,,UK central government tax credits for research and development expenditure,0,963291,16734,149566,1046965
10007792,University of Exeter,B,9,Physics,,,"UK industry, commerce and public corporations",134702,174201,127371,135108,945759
10007792,University of Exeter,B,9,Physics,,,UK other sources,0,0,0,0,0
10007792,University of Exeter,B,9,Physics,,,EU government bodies,982002,1538592,2324476,2020425,14142976
10007792,University of Exeter,B,9,Physics,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,B,9,Physics,,,"EU industry, commerce and public corporations",13911,1837,308,2470,17291
10007792,University of Exeter,B,9,Physics,,,EU (excluding UK) other,96251,100632,32228,51146,358027
10007792,University of Exeter,B,9,Physics,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,B,9,Physics,,,Non-EU industry commerce and public corporations,36150,20052,7799,13600,95201
10007792,University of Exeter,B,9,Physics,,,Non-EU other,129776,159517,34480,65956,461697
10007792,University of Exeter,B,9,Physics,,,Total income,4876693,6583865,7050877,6673563,46714944
10007792,University of Exeter,B,10,Mathematical Sciences,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",1409400,1310942,2266683,2007679,14053758
10007792,University of Exeter,B,10,Mathematical Sciences,,,UK-based charities (open competitive process),47755,109585,326582,255750,1790253
10007792,University of Exeter,B,10,Mathematical Sciences,,,UK-based charities (other),0,0,49742,35530,248712
10007792,University of Exeter,B,10,Mathematical Sciences,,,"UK central government bodies/local authorities, health and hospital authorities",37285,149030,265070,215952,1511668
10007792,University of Exeter,B,10,Mathematical Sciences,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007792,University of Exeter,B,10,Mathematical Sciences,,,"UK industry, commerce and public corporations",57516,92920,85593,82629,578403
10007792,University of Exeter,B,10,Mathematical Sciences,,,UK other sources,9607,0,0,1372,9607
10007792,University of Exeter,B,10,Mathematical Sciences,,,EU government bodies,181139,200671,305848,273007,1911053
10007792,University of Exeter,B,10,Mathematical Sciences,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,B,10,Mathematical Sciences,,,"EU industry, commerce and public corporations",13139,29455,-464,5752,40270
10007792,University of Exeter,B,10,Mathematical Sciences,,,EU (excluding UK) other,12298,65813,16882,23217,162521
10007792,University of Exeter,B,10,Mathematical Sciences,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,B,10,Mathematical Sciences,,,Non-EU industry commerce and public corporations,0,0,2360,1685,11800
10007792,University of Exeter,B,10,Mathematical Sciences,,,Non-EU other,35330,31874,31012,31752,222264
10007792,University of Exeter,B,10,Mathematical Sciences,,,Total income,1803469,1990290,3349310,2934329,20540309
10007792,University of Exeter,B,11,Computer Science and Informatics,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",64351,84748,615237,460755,3225287
10007792,University of Exeter,B,11,Computer Science and Informatics,,,UK-based charities (open competitive process),0,0,20305,14503,101527
10007792,University of Exeter,B,11,Computer Science and Informatics,,,UK-based charities (other),0,0,2415,1725,12075
10007792,University of Exeter,B,11,Computer Science and Informatics,,,"UK central government bodies/local authorities, health and hospital authorities",71601,-61813,235501,169613,1187293
10007792,University of Exeter,B,11,Computer Science and Informatics,,,UK central government tax credits for research and development expenditure,0,28042,523,4379,30657
10007792,University of Exeter,B,11,Computer Science and Informatics,,,"UK industry, commerce and public corporations",27427,70397,95486,82179,575255
10007792,University of Exeter,B,11,Computer Science and Informatics,,,UK other sources,0,0,0,0,0
10007792,University of Exeter,B,11,Computer Science and Informatics,,,EU government bodies,4413,26406,274870,200739,1405173
10007792,University of Exeter,B,11,Computer Science and Informatics,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,B,11,Computer Science and Informatics,,,"EU industry, commerce and public corporations",5629,4748,0,1482,10377
10007792,University of Exeter,B,11,Computer Science and Informatics,,,EU (excluding UK) other,0,0,0,0,0
10007792,University of Exeter,B,11,Computer Science and Informatics,,,Non-EU-based charities (open competitive process),0,0,-3441,-2457,-17205
10007792,University of Exeter,B,11,Computer Science and Informatics,,,Non-EU industry commerce and public corporations,-99,1972,3446,2729,19103
10007792,University of Exeter,B,11,Computer Science and Informatics,,,Non-EU other,0,0,80218,57299,401093
10007792,University of Exeter,B,11,Computer Science and Informatics,,,Total income,173322,154500,1324562,992947,6950635
10007792,University of Exeter,B,12,Engineering,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",2799934,3844159,4380204,4077873,28545117
10007792,University of Exeter,B,12,Engineering,,,UK-based charities (open competitive process),28229,5924,140949,105557,738901
10007792,University of Exeter,B,12,Engineering,,,UK-based charities (other),43214,15895,3191,10723,75065
10007792,University of Exeter,B,12,Engineering,,,"UK central government bodies/local authorities, health and hospital authorities",607996,424406,1961324,1548432,10839026
10007792,University of Exeter,B,12,Engineering,,,UK central government tax credits for research and development expenditure,0,1111839,23448,175583,1229081
10007792,University of Exeter,B,12,Engineering,,,"UK industry, commerce and public corporations",363314,402603,486680,457045,3199317
10007792,University of Exeter,B,12,Engineering,,,UK other sources,2392,1525,83119,59930,419514
10007792,University of Exeter,B,12,Engineering,,,EU government bodies,3286639,2440220,2593956,2670948,18696639
10007792,University of Exeter,B,12,Engineering,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,B,12,Engineering,,,"EU industry, commerce and public corporations",32139,18990,9573,14142,98995
10007792,University of Exeter,B,12,Engineering,,,EU (excluding UK) other,99399,30080,60890,61990,433930
10007792,University of Exeter,B,12,Engineering,,,Non-EU-based charities (open competitive process),133468,3935,0,19629,137403
10007792,University of Exeter,B,12,Engineering,,,Non-EU industry commerce and public corporations,1716,0,83022,59547,416829
10007792,University of Exeter,B,12,Engineering,,,Non-EU other,18528,49790,152141,118432,829026
10007792,University of Exeter,B,12,Engineering,,,Total income,7416968,8349366,9978501,9379834,65658843
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",2112391,2502667,2704077,2590778,18135447
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,UK-based charities (open competitive process),50377,88112,186256,152824,1069771
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,UK-based charities (other),52251,44509,37575,40662,284638
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,"UK central government bodies/local authorities, health and hospital authorities",296321,428474,233243,270144,1891011
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,UK central government tax credits for research and development expenditure,0,453982,8454,70893,496256
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,"UK industry, commerce and public corporations",194868,147809,365579,310082,2170576
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,UK other sources,-1532,44292,78613,62261,435828
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,EU government bodies,334328,331839,763819,640752,4485266
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,"EU industry, commerce and public corporations",-2793,0,0,-399,-2793
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,EU (excluding UK) other,63928,104198,106729,100253,701773
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,Non-EU industry commerce and public corporations,0,39587,12252,14407,100849
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,Non-EU other,98103,70380,141298,124996,874977
10007792,University of Exeter,C,14,Geography and Environmental Studies,,,Total income,3198242,4255849,4637901,4377657,30643599
10007792,University of Exeter,C,15,Archaeology,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",134476,109743,260253,220783,1545485
10007792,University of Exeter,C,15,Archaeology,,,UK-based charities (open competitive process),101776,92832,24806,45519,318639
10007792,University of Exeter,C,15,Archaeology,,,UK-based charities (other),8272,-349,1567,2251,15758
10007792,University of Exeter,C,15,Archaeology,,,"UK central government bodies/local authorities, health and hospital authorities",108,25897,37456,30469,213286
10007792,University of Exeter,C,15,Archaeology,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007792,University of Exeter,C,15,Archaeology,,,"UK industry, commerce and public corporations",0,0,1545,1104,7729
10007792,University of Exeter,C,15,Archaeology,,,UK other sources,0,0,0,0,0
10007792,University of Exeter,C,15,Archaeology,,,EU government bodies,45042,324486,351057,303545,2124817
10007792,University of Exeter,C,15,Archaeology,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,C,15,Archaeology,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007792,University of Exeter,C,15,Archaeology,,,EU (excluding UK) other,32429,0,1716,5858,41012
10007792,University of Exeter,C,15,Archaeology,,,Non-EU-based charities (open competitive process),0,0,168,120,841
10007792,University of Exeter,C,15,Archaeology,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007792,University of Exeter,C,15,Archaeology,,,Non-EU other,-200,0,3690,2607,18250
10007792,University of Exeter,C,15,Archaeology,,,Total income,321903,552609,682261,612259,4285817
10007792,University of Exeter,C,16,Economics and Econometrics,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",219057,214096,472928,399685,2797795
10007792,University of Exeter,C,16,Economics and Econometrics,,,UK-based charities (open competitive process),416,0,16920,12145,85016
10007792,University of Exeter,C,16,Economics and Econometrics,,,UK-based charities (other),0,0,855,611,4278
10007792,University of Exeter,C,16,Economics and Econometrics,,,"UK central government bodies/local authorities, health and hospital authorities",-47,43341,167318,125697,879884
10007792,University of Exeter,C,16,Economics and Econometrics,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007792,University of Exeter,C,16,Economics and Econometrics,,,"UK industry, commerce and public corporations",0,0,40398,28856,201994
10007792,University of Exeter,C,16,Economics and Econometrics,,,UK other sources,0,0,51022,36444,255111
10007792,University of Exeter,C,16,Economics and Econometrics,,,EU government bodies,49869,-4546,4233,9498,66488
10007792,University of Exeter,C,16,Economics and Econometrics,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,C,16,Economics and Econometrics,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007792,University of Exeter,C,16,Economics and Econometrics,,,EU (excluding UK) other,0,0,838,599,4194
10007792,University of Exeter,C,16,Economics and Econometrics,,,Non-EU-based charities (open competitive process),0,0,900,642,4500
10007792,University of Exeter,C,16,Economics and Econometrics,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007792,University of Exeter,C,16,Economics and Econometrics,,,Non-EU other,0,0,3273,2338,16367
10007792,University of Exeter,C,16,Economics and Econometrics,,,Total income,269295,252891,758688,616518,4315627
10007792,University of Exeter,C,17,Business and Management Studies,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",502074,398620,470208,464533,3251735
10007792,University of Exeter,C,17,Business and Management Studies,,,UK-based charities (open competitive process),21938,28367,129278,99528,696698
10007792,University of Exeter,C,17,Business and Management Studies,,,UK-based charities (other),8521,10230,29835,23989,167927
10007792,University of Exeter,C,17,Business and Management Studies,,,"UK central government bodies/local authorities, health and hospital authorities",109658,53578,78569,79440,556084
10007792,University of Exeter,C,17,Business and Management Studies,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007792,University of Exeter,C,17,Business and Management Studies,,,"UK industry, commerce and public corporations",43862,-2554,57252,46795,327569
10007792,University of Exeter,C,17,Business and Management Studies,,,UK other sources,15322,32117,65976,53902,377320
10007792,University of Exeter,C,17,Business and Management Studies,,,EU government bodies,381444,397455,429099,417770,2924394
10007792,University of Exeter,C,17,Business and Management Studies,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,C,17,Business and Management Studies,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007792,University of Exeter,C,17,Business and Management Studies,,,EU (excluding UK) other,1432,0,16651,12098,84691
10007792,University of Exeter,C,17,Business and Management Studies,,,Non-EU-based charities (open competitive process),0,0,1999,1428,9998
10007792,University of Exeter,C,17,Business and Management Studies,,,Non-EU industry commerce and public corporations,7967,4392,2009,3200,22404
10007792,University of Exeter,C,17,Business and Management Studies,,,Non-EU other,33687,35362,52003,47009,329067
10007792,University of Exeter,C,17,Business and Management Studies,,,Total income,1125905,957567,1332883,1249698,8747887
10007792,University of Exeter,C,18,Law,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",217404,171707,171765,178276,1247936
10007792,University of Exeter,C,18,Law,,,UK-based charities (open competitive process),106660,109493,109315,108961,762729
10007792,University of Exeter,C,18,Law,,,UK-based charities (other),-1190,1008,657,443,3103
10007792,University of Exeter,C,18,Law,,,"UK central government bodies/local authorities, health and hospital authorities",67527,71679,575070,430650,3014556
10007792,University of Exeter,C,18,Law,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007792,University of Exeter,C,18,Law,,,"UK industry, commerce and public corporations",22307,55,20476,17820,124745
10007792,University of Exeter,C,18,Law,,,UK other sources,0,4568,22413,16662,116634
10007792,University of Exeter,C,18,Law,,,EU government bodies,177085,352002,511611,441020,3087146
10007792,University of Exeter,C,18,Law,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,C,18,Law,,,"EU industry, commerce and public corporations",0,0,730,521,3652
10007792,University of Exeter,C,18,Law,,,EU (excluding UK) other,0,59132,41218,37889,265225
10007792,University of Exeter,C,18,Law,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,C,18,Law,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007792,University of Exeter,C,18,Law,,,Non-EU other,29981,4521,41170,34336,240354
10007792,University of Exeter,C,18,Law,,,Total income,619774,774165,1494428,1266582,8866080
10007792,University of Exeter,C,19,Politics and International Studies,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",619324,694281,608865,622561,4357932
10007792,University of Exeter,C,19,Politics and International Studies,,,UK-based charities (open competitive process),0,30885,89927,68645,480521
10007792,University of Exeter,C,19,Politics and International Studies,,,UK-based charities (other),17869,41855,21314,23756,166298
10007792,University of Exeter,C,19,Politics and International Studies,,,"UK central government bodies/local authorities, health and hospital authorities",211883,471320,303697,314527,2201690
10007792,University of Exeter,C,19,Politics and International Studies,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007792,University of Exeter,C,19,Politics and International Studies,,,"UK industry, commerce and public corporations",8392,0,22389,17191,120339
10007792,University of Exeter,C,19,Politics and International Studies,,,UK other sources,0,0,6753,4823,33765
10007792,University of Exeter,C,19,Politics and International Studies,,,EU government bodies,341636,457290,619729,556796,3897573
10007792,University of Exeter,C,19,Politics and International Studies,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,C,19,Politics and International Studies,,,"EU industry, commerce and public corporations",-255,1251,3484,2631,18420
10007792,University of Exeter,C,19,Politics and International Studies,,,EU (excluding UK) other,17374,0,34712,27276,190935
10007792,University of Exeter,C,19,Politics and International Studies,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,C,19,Politics and International Studies,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007792,University of Exeter,C,19,Politics and International Studies,,,Non-EU other,19403,37183,78689,64290,450035
10007792,University of Exeter,C,19,Politics and International Studies,,,Total income,1235626,1734065,1789563,1702501,11917508
10007792,University of Exeter,C,21,Sociology,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",268140,133183,545145,446721,3127049
10007792,University of Exeter,C,21,Sociology,,,UK-based charities (open competitive process),79969,96815,73063,77443,542101
10007792,University of Exeter,C,21,Sociology,,,UK-based charities (other),0,0,11295,8068,56477
10007792,University of Exeter,C,21,Sociology,,,"UK central government bodies/local authorities, health and hospital authorities",3056,0,139572,100130,700916
10007792,University of Exeter,C,21,Sociology,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007792,University of Exeter,C,21,Sociology,,,"UK industry, commerce and public corporations",61841,34222,12729,22815,159708
10007792,University of Exeter,C,21,Sociology,,,UK other sources,0,5028,0,718,5028
10007792,University of Exeter,C,21,Sociology,,,EU government bodies,421226,619909,407851,440056,3080393
10007792,University of Exeter,C,21,Sociology,,,EU-based charities (open competitive process),0,2166,439,623,4363
10007792,University of Exeter,C,21,Sociology,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007792,University of Exeter,C,21,Sociology,,,EU (excluding UK) other,76735,8187,2230,13724,96074
10007792,University of Exeter,C,21,Sociology,,,Non-EU-based charities (open competitive process),0,0,16703,11931,83517
10007792,University of Exeter,C,21,Sociology,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007792,University of Exeter,C,21,Sociology,,,Non-EU other,76,0,188052,134333,940336
10007792,University of Exeter,C,21,Sociology,,,Total income,911043,899510,1397081,1256566,8795962
10007792,University of Exeter,C,23,Education,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",107305,152113,222570,196038,1372270
10007792,University of Exeter,C,23,Education,,,UK-based charities (open competitive process),31750,40251,115856,93040,651285
10007792,University of Exeter,C,23,Education,,,UK-based charities (other),67191,31162,55431,53644,375509
10007792,University of Exeter,C,23,Education,,,"UK central government bodies/local authorities, health and hospital authorities",149159,55827,182643,159743,1118205
10007792,University of Exeter,C,23,Education,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007792,University of Exeter,C,23,Education,,,"UK industry, commerce and public corporations",37638,25679,8087,14821,103752
10007792,University of Exeter,C,23,Education,,,UK other sources,2231,0,23777,17302,121118
10007792,University of Exeter,C,23,Education,,,EU government bodies,275693,93291,91504,118072,826504
10007792,University of Exeter,C,23,Education,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,C,23,Education,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007792,University of Exeter,C,23,Education,,,EU (excluding UK) other,414,0,0,59,414
10007792,University of Exeter,C,23,Education,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,C,23,Education,,,Non-EU industry commerce and public corporations,788,0,0,112,788
10007792,University of Exeter,C,23,Education,,,Non-EU other,4204,-11044,8944,5412,37884
10007792,University of Exeter,C,23,Education,,,Total income,676373,387279,708815,658247,4607729
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",48332,3315,120316,93318,653228
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,UK-based charities (open competitive process),33987,11870,147154,111661,781629
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,UK-based charities (other),74141,140084,41694,60385,422695
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,"UK central government bodies/local authorities, health and hospital authorities",29638,44836,120480,96696,676874
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,"UK industry, commerce and public corporations",25628,53280,64350,57237,400659
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,UK other sources,12278,128,5408,5635,39450
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,EU government bodies,7634,22307,25965,22824,159769
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,EU-based charities (open competitive process),0,0,1098,784,5494
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,"EU industry, commerce and public corporations",8624,0,0,1232,8624
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,EU (excluding UK) other,12065,48396,4381,11766,82368
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,Non-EU-based charities (open competitive process),0,0,5986,4276,29934
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,Non-EU industry commerce and public corporations,162955,281470,201498,207416,1451916
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,Non-EU other,29984,48055,135602,108007,756049
10007792,University of Exeter,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,Total income,445266,653741,873936,781241,5468689
10007792,University of Exeter,D,25,Area Studies,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",309358,380904,196531,238988,1672918
10007792,University of Exeter,D,25,Area Studies,,,UK-based charities (open competitive process),-10316,1919,7841,4401,30810
10007792,University of Exeter,D,25,Area Studies,,,UK-based charities (other),9570,99441,15359,26544,185810
10007792,University of Exeter,D,25,Area Studies,,,"UK central government bodies/local authorities, health and hospital authorities",0,-64418,2447,-7454,-52180
10007792,University of Exeter,D,25,Area Studies,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007792,University of Exeter,D,25,Area Studies,,,"UK industry, commerce and public corporations",0,-15481,0,-2211,-15481
10007792,University of Exeter,D,25,Area Studies,,,UK other sources,0,1765,2743,2212,15484
10007792,University of Exeter,D,25,Area Studies,,,EU government bodies,0,0,348012,248580,1740060
10007792,University of Exeter,D,25,Area Studies,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,D,25,Area Studies,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007792,University of Exeter,D,25,Area Studies,,,EU (excluding UK) other,4841,35414,81877,64234,449642
10007792,University of Exeter,D,25,Area Studies,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,D,25,Area Studies,,,Non-EU industry commerce and public corporations,1062,0,0,151,1062
10007792,University of Exeter,D,25,Area Studies,,,Non-EU other,274944,178421,322324,294998,2064988
10007792,University of Exeter,D,25,Area Studies,,,Total income,589459,617965,977137,870444,6093113
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",189781,68971,248272,214301,1500112
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,UK-based charities (open competitive process),30271,73004,74191,67747,474232
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,UK-based charities (other),3500,0,0,500,3500
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,233,166,1168
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,"UK industry, commerce and public corporations",1006,1000,0,286,2006
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,UK other sources,0,0,0,0,0
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,EU government bodies,29042,64221,97818,83193,582356
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,EU (excluding UK) other,0,0,23184,16560,115922
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,Non-EU other,0,0,16178,11556,80894
10007792,University of Exeter,D,26,Modern Languages and Linguistics,,,Total income,253600,207196,459878,394312,2760190
10007792,University of Exeter,D,27,English Language and Literature,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",569436,746206,421431,488971,3422798
10007792,University of Exeter,D,27,English Language and Literature,,,UK-based charities (open competitive process),98144,93702,298815,240845,1685921
10007792,University of Exeter,D,27,English Language and Literature,,,UK-based charities (other),5249,2750,50,1178,8249
10007792,University of Exeter,D,27,English Language and Literature,,,"UK central government bodies/local authorities, health and hospital authorities",35409,40687,49705,46374,324622
10007792,University of Exeter,D,27,English Language and Literature,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007792,University of Exeter,D,27,English Language and Literature,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007792,University of Exeter,D,27,English Language and Literature,,,UK other sources,0,0,0,0,0
10007792,University of Exeter,D,27,English Language and Literature,,,EU government bodies,73099,117790,25899,45769,320388
