UKPRN,Institution name,Main panel,UOA number,UOA name,Multiple submission name,Joint submission,Income source,2013-14,2014-15,2015-2020 (avg),2013-2020 (avg),2013-2020 (total)
10007783,University of Aberdeen,A,1,Clinical Medicine,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",4023782,3336533,2833254,3075226,21526585
10007783,University of Aberdeen,A,1,Clinical Medicine,,,UK-based charities (open competitive process),4819485,5885624,5459026,5428605,38000241
10007783,University of Aberdeen,A,1,Clinical Medicine,,,UK-based charities (other),1332751,862247,927862,976329,6834308
10007783,University of Aberdeen,A,1,Clinical Medicine,,,"UK central government bodies/local authorities, health and hospital authorities",11484398,10459595,8975839,9546170,66823190
10007783,University of Aberdeen,A,1,Clinical Medicine,,,Health research funding bodies,1949002,2042456,1220178,1441764,10092352
10007783,University of Aberdeen,A,1,Clinical Medicine,,,UK central government tax credits for research and development expenditure,0,971003,428319,444657,3112602
10007783,University of Aberdeen,A,1,Clinical Medicine,,,"UK industry, commerce and public corporations",1348809,1622496,782621,983487,6884410
10007783,University of Aberdeen,A,1,Clinical Medicine,,,UK other sources,98139,64465,41290,52722,369054
10007783,University of Aberdeen,A,1,Clinical Medicine,,,EU government bodies,1536376,1307274,1030820,1142535,7997750
10007783,University of Aberdeen,A,1,Clinical Medicine,,,EU-based charities (open competitive process),84451,116561,40153,57397,401781
10007783,University of Aberdeen,A,1,Clinical Medicine,,,"EU industry, commerce and public corporations",219674,2082,367916,294476,2061336
10007783,University of Aberdeen,A,1,Clinical Medicine,,,EU (excluding UK) other,47250,227454,46768,72649,508548
10007783,University of Aberdeen,A,1,Clinical Medicine,,,Non-EU-based charities (open competitive process),95615,170488,60451,81194,568360
10007783,University of Aberdeen,A,1,Clinical Medicine,,,Non-EU industry commerce and public corporations,1530649,1306787,1959000,1804634,12632439
10007783,University of Aberdeen,A,1,Clinical Medicine,,,Non-EU other,145994,86442,251517,212860,1490021
10007783,University of Aberdeen,A,1,Clinical Medicine,,,Total income,28716375,28461507,24425019,25614711,179302977
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",292206,259849,181759,208693,1460853
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,UK-based charities (open competitive process),294690,374797,344480,341698,2391889
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,UK-based charities (other),33938,22502,77408,63354,443480
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,"UK central government bodies/local authorities, health and hospital authorities",301170,108384,985507,762441,5337091
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,Health research funding bodies,4968686,3914550,4870256,4747788,33234516
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,"UK industry, commerce and public corporations",137746,26861,55019,62815,439706
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,UK other sources,14680,14212,11512,12350,86455
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,EU government bodies,561141,247727,43855,146877,1028144
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,EU-based charities (open competitive process),3005,10547,16554,13760,96323
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,"EU industry, commerce and public corporations",1212,0,1792,1453,10176
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,EU (excluding UK) other,0,2055,7729,5814,40701
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,Non-EU-based charities (open competitive process),281,0,0,40,281
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,Non-EU industry commerce and public corporations,24917,8535,821,5365,37559
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,Non-EU other,-920,0,7942,5542,38794
10007783,University of Aberdeen,A,2,"Public Health, Health Services and Primary Care",,,Total income,6632752,4990019,6604639,6377995,44645968
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",451783,230151,542136,484659,3392616
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,UK-based charities (open competitive process),31959,171140,171154,151267,1058871
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,UK-based charities (other),35200,19105,14795,18326,128284
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,"UK central government bodies/local authorities, health and hospital authorities",8730,15268,12876,12626,88382
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,Health research funding bodies,59,0,5147,3685,25795
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,"UK industry, commerce and public corporations",14828,40497,9090,14396,100777
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,UK other sources,28807,14851,2052,7702,53918
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,EU government bodies,161981,118317,42203,70187,491315
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,"EU industry, commerce and public corporations",80431,33667,4363,19416,135915
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,EU (excluding UK) other,7772,0,0,1110,7772
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,Non-EU-based charities (open competitive process),51246,75906,37422,44895,314266
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,Non-EU industry commerce and public corporations,43730,155136,148201,134267,939873
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,Non-EU other,-948,0,224,25,175
10007783,University of Aberdeen,A,4,"Psychology, Psychiatry and Neuroscience",,,Total income,915578,874038,989668,962565,6737959
10007783,University of Aberdeen,A,5,Biological Sciences,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",2027616,1793465,1665274,1735350,12147455
10007783,University of Aberdeen,A,5,Biological Sciences,,,UK-based charities (open competitive process),180926,357639,171753,199618,1397331
10007783,University of Aberdeen,A,5,Biological Sciences,,,UK-based charities (other),303086,121560,84452,120986,846908
10007783,University of Aberdeen,A,5,Biological Sciences,,,"UK central government bodies/local authorities, health and hospital authorities",78750,186641,205196,184481,1291371
10007783,University of Aberdeen,A,5,Biological Sciences,,,Health research funding bodies,43481,39166,22484,27866,195067
10007783,University of Aberdeen,A,5,Biological Sciences,,,UK central government tax credits for research and development expenditure,0,81483,48293,46135,322949
10007783,University of Aberdeen,A,5,Biological Sciences,,,"UK industry, commerce and public corporations",1230324,251322,560600,612092,4284646
10007783,University of Aberdeen,A,5,Biological Sciences,,,UK other sources,60426,-3440,6634,12879,90158
10007783,University of Aberdeen,A,5,Biological Sciences,,,EU government bodies,433583,398611,436772,430865,3016058
10007783,University of Aberdeen,A,5,Biological Sciences,,,EU-based charities (open competitive process),90152,0,-2079,11393,79756
10007783,University of Aberdeen,A,5,Biological Sciences,,,"EU industry, commerce and public corporations",79456,38906,35790,42473,297313
10007783,University of Aberdeen,A,5,Biological Sciences,,,EU (excluding UK) other,0,0,16723,11945,83619
10007783,University of Aberdeen,A,5,Biological Sciences,,,Non-EU-based charities (open competitive process),105316,89756,51031,64318,450229
10007783,University of Aberdeen,A,5,Biological Sciences,,,Non-EU industry commerce and public corporations,274352,275949,240159,250157,1751100
10007783,University of Aberdeen,A,5,Biological Sciences,,,Non-EU other,2851,11914,48490,36745,257216
10007783,University of Aberdeen,A,5,Biological Sciences,,,Total income,4910319,3642972,3591577,3787310,26511176
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",2726956,2720465,3443609,3237923,22665466
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,UK-based charities (open competitive process),286488,606956,487565,475895,3331270
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,UK-based charities (other),-68810,48721,59661,39745,278219
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,"UK central government bodies/local authorities, health and hospital authorities",1452877,1150821,901250,1015707,7109950
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,UK central government tax credits for research and development expenditure,0,264456,159632,151802,1062618
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,"UK industry, commerce and public corporations",1109476,1050618,1072616,1074739,7523177
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,UK other sources,95551,5398,63569,59828,418796
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,EU government bodies,1249745,1053378,790213,893455,6254188
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,EU-based charities (open competitive process),114311,18262,43419,49952,349668
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,"EU industry, commerce and public corporations",197197,147582,114896,131323,919262
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,EU (excluding UK) other,56240,121387,46845,58836,411852
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,Non-EU-based charities (open competitive process),79593,129934,17248,42252,295768
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,Non-EU industry commerce and public corporations,641275,1133807,1033708,991946,6943625
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,Non-EU other,224002,193424,196850,200239,1401678
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,Total income,8164901,8645209,8431085,8423648,58965537
10007783,University of Aberdeen,B,8,Chemistry,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",328810,494649,470541,453737,3176164
10007783,University of Aberdeen,B,8,Chemistry,,,UK-based charities (open competitive process),78612,16626,117874,97801,684610
10007783,University of Aberdeen,B,8,Chemistry,,,UK-based charities (other),1971,2806,6396,5251,36761
10007783,University of Aberdeen,B,8,Chemistry,,,"UK central government bodies/local authorities, health and hospital authorities",53413,123759,240883,197369,1381589
10007783,University of Aberdeen,B,8,Chemistry,,,UK central government tax credits for research and development expenditure,0,88000,50800,48857,342000
10007783,University of Aberdeen,B,8,Chemistry,,,"UK industry, commerce and public corporations",46871,117508,166630,142504,997532
10007783,University of Aberdeen,B,8,Chemistry,,,UK other sources,14899,12411,36017,29628,207398
10007783,University of Aberdeen,B,8,Chemistry,,,EU government bodies,311343,289249,219053,242265,1695861
10007783,University of Aberdeen,B,8,Chemistry,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,B,8,Chemistry,,,"EU industry, commerce and public corporations",192153,28540,28394,51809,362667
10007783,University of Aberdeen,B,8,Chemistry,,,EU (excluding UK) other,7163,9474,776,2931,20520
10007783,University of Aberdeen,B,8,Chemistry,,,Non-EU-based charities (open competitive process),255093,730560,49045,175839,1230878
10007783,University of Aberdeen,B,8,Chemistry,,,Non-EU industry commerce and public corporations,1687842,2461823,2437572,2333932,16337527
10007783,University of Aberdeen,B,8,Chemistry,,,Non-EU other,-17698,73,46935,31007,217054
10007783,University of Aberdeen,B,8,Chemistry,,,Total income,2960472,4375478,3870922,3812937,26690561
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",410239,219761,334873,329195,2304369
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,UK-based charities (open competitive process),7470,7232,62070,46436,325052
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,UK-based charities (other),4728,3549,3839,3925,27476
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,"UK central government bodies/local authorities, health and hospital authorities",77981,121404,4903,31985,223901
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,UK central government tax credits for research and development expenditure,0,25000,9400,10285,72000
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,"UK industry, commerce and public corporations",40162,572,-157,5706,39948
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,UK other sources,1149,-189,185,269,1885
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,EU government bodies,81608,82678,155575,134595,942165
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,Non-EU industry commerce and public corporations,288549,348430,373729,357946,2505626
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,Non-EU other,28745,22535,20134,21707,151951
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,Total income,940631,830972,964554,942053,6594373
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",3413128,1944316,658227,1235511,8648580
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,UK-based charities (open competitive process),498,0,16614,11938,83569
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,UK-based charities (other),12268,48957,8504,14821,103747
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,"UK central government bodies/local authorities, health and hospital authorities",6007,11095,82858,61627,431395
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,UK central government tax credits for research and development expenditure,0,89000,29000,33428,234000
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,"UK industry, commerce and public corporations",605686,343792,174662,260398,1822788
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,UK other sources,9426,3092,1101,2575,18025
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,EU government bodies,468650,329390,49895,149645,1047517
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,Non-EU-based charities (open competitive process),12215,0,0,1745,12215
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,Non-EU industry commerce and public corporations,190473,219784,54373,97446,682124
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,Total income,4718351,2989426,1075236,1869137,13083960
10007783,University of Aberdeen,B,12,Engineering,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",1176082,1051623,407374,609225,4264575
10007783,University of Aberdeen,B,12,Engineering,,,UK-based charities (open competitive process),233760,418901,211162,244067,1708471
10007783,University of Aberdeen,B,12,Engineering,,,UK-based charities (other),62131,37195,64509,60267,421872
10007783,University of Aberdeen,B,12,Engineering,,,"UK central government bodies/local authorities, health and hospital authorities",107387,238284,465024,381542,2670794
10007783,University of Aberdeen,B,12,Engineering,,,UK central government tax credits for research and development expenditure,0,104000,38200,42142,295000
10007783,University of Aberdeen,B,12,Engineering,,,"UK industry, commerce and public corporations",349622,263098,830088,680451,4763162
10007783,University of Aberdeen,B,12,Engineering,,,UK other sources,16566,42117,23329,25047,175331
10007783,University of Aberdeen,B,12,Engineering,,,EU government bodies,489502,434180,783794,691807,4842653
10007783,University of Aberdeen,B,12,Engineering,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,B,12,Engineering,,,"EU industry, commerce and public corporations",171967,124841,80333,99781,698473
10007783,University of Aberdeen,B,12,Engineering,,,EU (excluding UK) other,0,130,0,18,130
10007783,University of Aberdeen,B,12,Engineering,,,Non-EU-based charities (open competitive process),433934,34565,37265,93546,654826
10007783,University of Aberdeen,B,12,Engineering,,,Non-EU industry commerce and public corporations,18429,31970,233245,173803,1216626
10007783,University of Aberdeen,B,12,Engineering,,,Non-EU other,17631,0,13960,12490,87431
10007783,University of Aberdeen,B,12,Engineering,,,Total income,3077011,2780904,3188285,3114192,21799344
10007783,University of Aberdeen,C,15,Archaeology,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",413646,370903,206312,259444,1816112
10007783,University of Aberdeen,C,15,Archaeology,,,UK-based charities (open competitive process),153601,66016,170453,153126,1071884
10007783,University of Aberdeen,C,15,Archaeology,,,UK-based charities (other),55560,51634,29863,36644,256511
10007783,University of Aberdeen,C,15,Archaeology,,,"UK central government bodies/local authorities, health and hospital authorities",12983,24872,15758,16664,116649
10007783,University of Aberdeen,C,15,Archaeology,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,C,15,Archaeology,,,"UK industry, commerce and public corporations",0,0,4751,3393,23756
10007783,University of Aberdeen,C,15,Archaeology,,,UK other sources,-127,-79,73,22,160
10007783,University of Aberdeen,C,15,Archaeology,,,EU government bodies,0,0,304,217,1523
10007783,University of Aberdeen,C,15,Archaeology,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,15,Archaeology,,,"EU industry, commerce and public corporations",0,0,501,357,2505
10007783,University of Aberdeen,C,15,Archaeology,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,C,15,Archaeology,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,15,Archaeology,,,Non-EU industry commerce and public corporations,0,48719,17391,19382,135676
10007783,University of Aberdeen,C,15,Archaeology,,,Non-EU other,0,719,-273,-92,-649
10007783,University of Aberdeen,C,15,Archaeology,,,Total income,635663,562784,445136,489161,3424127
10007783,University of Aberdeen,C,17,Business and Management Studies,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",81434,143009,138160,130749,915246
10007783,University of Aberdeen,C,17,Business and Management Studies,,,UK-based charities (open competitive process),26101,15136,34070,30226,211587
10007783,University of Aberdeen,C,17,Business and Management Studies,,,UK-based charities (other),12066,9597,7437,8407,58849
10007783,University of Aberdeen,C,17,Business and Management Studies,,,"UK central government bodies/local authorities, health and hospital authorities",36286,63304,69812,64093,448653
10007783,University of Aberdeen,C,17,Business and Management Studies,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,C,17,Business and Management Studies,,,"UK industry, commerce and public corporations",103211,170526,99006,109824,768768
10007783,University of Aberdeen,C,17,Business and Management Studies,,,UK other sources,14024,-498,6101,6290,44035
10007783,University of Aberdeen,C,17,Business and Management Studies,,,EU government bodies,145495,79782,65313,78834,551844
10007783,University of Aberdeen,C,17,Business and Management Studies,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,17,Business and Management Studies,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,C,17,Business and Management Studies,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,C,17,Business and Management Studies,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,17,Business and Management Studies,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,C,17,Business and Management Studies,,,Non-EU other,0,0,1057,755,5286
10007783,University of Aberdeen,C,17,Business and Management Studies,,,Total income,418617,480856,420959,429181,3004268
10007783,University of Aberdeen,C,18,Law,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",40685,52233,8085,19049,133347
10007783,University of Aberdeen,C,18,Law,,,UK-based charities (open competitive process),13219,56397,21363,25205,176435
10007783,University of Aberdeen,C,18,Law,,,UK-based charities (other),11516,6524,6458,7190,50330
10007783,University of Aberdeen,C,18,Law,,,"UK central government bodies/local authorities, health and hospital authorities",0,24852,3527,6069,42488
10007783,University of Aberdeen,C,18,Law,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,C,18,Law,,,"UK industry, commerce and public corporations",0,0,1332,951,6661
10007783,University of Aberdeen,C,18,Law,,,UK other sources,-523,-323,300,93,656
10007783,University of Aberdeen,C,18,Law,,,EU government bodies,12883,52845,126413,99685,697797
10007783,University of Aberdeen,C,18,Law,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,18,Law,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,C,18,Law,,,EU (excluding UK) other,9873,0,0,1410,9873
10007783,University of Aberdeen,C,18,Law,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,18,Law,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,C,18,Law,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,C,18,Law,,,Total income,87653,192528,167481,159655,1117587
10007783,University of Aberdeen,C,19,Politics and International Studies,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",319213,273274,167687,204418,1430926
10007783,University of Aberdeen,C,19,Politics and International Studies,,,UK-based charities (open competitive process),5218,6249,19353,15462,108234
10007783,University of Aberdeen,C,19,Politics and International Studies,,,UK-based charities (other),17546,16530,4601,8155,57085
10007783,University of Aberdeen,C,19,Politics and International Studies,,,"UK central government bodies/local authorities, health and hospital authorities",0,12024,350,1967,13774
10007783,University of Aberdeen,C,19,Politics and International Studies,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,"UK industry, commerce and public corporations",1856,0,2582,2109,14768
10007783,University of Aberdeen,C,19,Politics and International Studies,,,UK other sources,-253,-156,145,45,318
10007783,University of Aberdeen,C,19,Politics and International Studies,,,EU government bodies,230366,200262,133584,156935,1098548
10007783,University of Aberdeen,C,19,Politics and International Studies,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,Total income,573946,508183,328304,389093,2723653
10007783,University of Aberdeen,C,21,Sociology,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",139292,152873,78688,97943,685605
10007783,University of Aberdeen,C,21,Sociology,,,UK-based charities (open competitive process),45245,1585,22740,22933,160534
10007783,University of Aberdeen,C,21,Sociology,,,UK-based charities (other),964,1372,1529,1426,9984
10007783,University of Aberdeen,C,21,Sociology,,,"UK central government bodies/local authorities, health and hospital authorities",24050,21978,1611,7726,54087
10007783,University of Aberdeen,C,21,Sociology,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,C,21,Sociology,,,"UK industry, commerce and public corporations",0,0,4456,3183,22284
10007783,University of Aberdeen,C,21,Sociology,,,UK other sources,-119,-73,68,21,148
10007783,University of Aberdeen,C,21,Sociology,,,EU government bodies,-25169,393663,8615,58795,411571
10007783,University of Aberdeen,C,21,Sociology,,,EU-based charities (open competitive process),9781,0,-84,1336,9358
10007783,University of Aberdeen,C,21,Sociology,,,"EU industry, commerce and public corporations",4008,0,-76,518,3626
10007783,University of Aberdeen,C,21,Sociology,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,C,21,Sociology,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,21,Sociology,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,C,21,Sociology,,,Non-EU other,0,0,999,714,4999
10007783,University of Aberdeen,C,21,Sociology,,,Total income,198052,571398,118549,194599,1362196
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",228436,321445,225060,239311,1675182
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,UK-based charities (open competitive process),71388,66573,16664,31611,221281
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,UK-based charities (other),7196,1702,8192,7122,49858
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,"UK central government bodies/local authorities, health and hospital authorities",0,6986,203,1143,8003
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,UK other sources,18697,6925,1131,4468,31280
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,EU government bodies,698391,596139,417137,482887,3380215
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,Non-EU other,0,26622,14083,13862,97037
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,Total income,1024108,1026392,682471,780408,5462856
10007783,University of Aberdeen,C,23,Education,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",34218,71962,14563,25570,178996
10007783,University of Aberdeen,C,23,Education,,,UK-based charities (open competitive process),53379,66276,60235,60119,420833
10007783,University of Aberdeen,C,23,Education,,,UK-based charities (other),1638,2332,29800,21853,152971
10007783,University of Aberdeen,C,23,Education,,,"UK central government bodies/local authorities, health and hospital authorities",561200,351496,255513,312894,2190263
10007783,University of Aberdeen,C,23,Education,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,C,23,Education,,,"UK industry, commerce and public corporations",0,0,400,285,2000
10007783,University of Aberdeen,C,23,Education,,,UK other sources,2498,-124,3793,3048,21340
10007783,University of Aberdeen,C,23,Education,,,EU government bodies,6863,13415,118591,87605,613236
10007783,University of Aberdeen,C,23,Education,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,23,Education,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,C,23,Education,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,C,23,Education,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,23,Education,,,Non-EU industry commerce and public corporations,0,0,0,0,1
10007783,University of Aberdeen,C,23,Education,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,C,23,Education,,,Total income,659796,505357,482897,511377,3579640
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",64196,113990,67682,73799,516596
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,UK-based charities (open competitive process),37608,20473,15825,19601,137210
