UKPRN,Institution name,Main panel,UOA name,2013,2014,2015,2016,2017,2018,2019,Total,Average,Region
10001478,"City, University of London",D,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",4.0,6.0,8.17,4.5,6.0,2.0,1.0,31.67,4.524285714285715,London
10001478,"City, University of London",D,"Communication, Cultural and Media Studies, Library and Information Management",3.0,5.5,7.0,3.0,5.3,3.0,1.2,28.0,4.0,London
10007761,Courtauld Institute of Art,D,"Art and Design: History, Practice and Theory",17.0,24.0,19.0,26.0,17.0,16.0,16.0,135.0,19.285714285714285,London
10001726,Coventry University,A,"Allied Health Professions, Dentistry, Nursing and Pharmacy",9.0,5.0,6.0,6.0,6.0,11.0,14.0,57.0,8.142857142857142,West Midlands
10001726,Coventry University,A,"Psychology, Psychiatry and Neuroscience",2.0,5.0,4.0,6.0,8.0,12.0,7.0,44.0,6.285714285714286,West Midlands
10001726,Coventry University,B,Mathematical Sciences,2.0,1.0,1.0,3.0,4.0,2.0,4.0,17.0,2.4285714285714284,West Midlands
10001726,Coventry University,B,Engineering,19.0,23.0,32.0,32.0,18.0,27.0,35.0,186.0,26.571428571428573,West Midlands
10001726,Coventry University,C,Geography and Environmental Studies,9.0,1.0,2.0,2.0,7.0,5.0,11.0,37.0,5.285714285714286,West Midlands
10001726,Coventry University,C,Business and Management Studies,9.0,7.0,12.0,8.0,13.0,18.0,21.0,88.0,12.571428571428571,West Midlands
10001726,Coventry University,C,Politics and International Studies,4.0,9.0,5.0,3.0,9.0,10.0,16.0,56.0,8.0,West Midlands
10001726,Coventry University,C,"Sport and Exercise Sciences, Leisure and Tourism",1.0,3.0,1.0,1.0,1.0,2.0,3.0,12.0,1.7142857142857142,West Midlands
10001726,Coventry University,D,"Art and Design: History, Practice and Theory",7.0,4.0,4.0,4.0,12.0,6.0,8.0,45.0,6.428571428571429,West Midlands
10001726,Coventry University,D,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",0.0,3.0,1.0,1.0,5.0,5.0,3.0,18.0,2.571428571428572,West Midlands
10007822,Cranfield University,A,"Agriculture, Food and Veterinary Sciences",29.0,22.5,24.5,23.0,28.16,29.83,22.5,179.49,25.641428571428573,East of England
10007822,Cranfield University,B,Engineering,109.5,108.5,112.5,99.0,136.84,112.17,111.16,789.67,112.81,East of England
10007822,Cranfield University,C,Business and Management Studies,21.5,20.0,22.0,20.0,21.0,23.0,16.33,143.82999999999998,20.547142857142852,East of England
10007842,The University of Cumbria,A,"Allied Health Professions, Dentistry, Nursing and Pharmacy",2.0,1.0,1.0,1.0,3.0,1.0,1.0,10.0,1.4285714285714286,North West
10007842,The University of Cumbria,C,Geography and Environmental Studies,2.0,0.0,2.0,0.0,2.0,0.0,3.0,9.0,1.2857142857142858,North West
10007842,The University of Cumbria,C,Business and Management Studies,0.0,0.0,2.0,0.0,1.0,1.0,3.0,7.0,1.0,North West
10007842,The University of Cumbria,C,Social Work and Social Policy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.4285714285714285,North West
10007842,The University of Cumbria,C,Education,1.0,2.0,2.0,3.0,7.0,2.0,2.0,19.0,2.7142857142857144,North West
10007842,The University of Cumbria,D,"Art and Design: History, Practice and Theory",1.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.8571428571428571,North West
10001883,De Montfort University,A,"Allied Health Professions, Dentistry, Nursing and Pharmacy",9.0,9.0,7.0,6.0,16.0,13.0,21.0,81.0,11.571428571428571,East Midlands
10001883,De Montfort University,A,"Psychology, Psychiatry and Neuroscience",0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.4285714285714285,East Midlands
10001883,De Montfort University,B,Computer Science and Informatics,23.0,24.0,16.0,16.0,14.0,11.0,12.0,116.0,16.571428571428573,East Midlands
10001883,De Montfort University,B,Engineering,8.0,9.0,9.0,5.0,5.0,10.0,8.0,54.0,7.714285714285714,East Midlands
10001883,De Montfort University,C,"Architecture, Built Environment and Planning",3.0,9.0,4.0,11.0,5.0,8.0,4.0,44.0,6.285714285714286,East Midlands
10001883,De Montfort University,C,Business and Management Studies,7.0,5.0,8.0,5.0,13.0,7.0,5.0,50.0,7.142857142857143,East Midlands
10001883,De Montfort University,C,Law,0.0,1.0,2.0,0.0,3.0,2.0,2.0,10.0,1.4285714285714286,East Midlands
10001883,De Montfort University,C,Social Work and Social Policy,3.0,5.0,3.0,5.0,4.0,8.0,2.0,30.0,4.285714285714286,East Midlands
10001883,De Montfort University,D,English Language and Literature,4.0,3.0,4.0,3.0,5.0,3.0,2.0,24.0,3.4285714285714284,East Midlands
10001883,De Montfort University,D,History,1.0,3.0,3.0,0.0,5.0,1.0,2.0,15.0,2.142857142857143,East Midlands
10001883,De Montfort University,D,"Art and Design: History, Practice and Theory",3.0,4.0,6.0,7.0,8.0,10.0,5.0,43.0,6.142857142857143,East Midlands
10001883,De Montfort University,D,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",2.0,6.0,8.0,6.0,8.0,7.0,6.0,43.0,6.142857142857143,East Midlands
10001883,De Montfort University,D,"Communication, Cultural and Media Studies, Library and Information Management",0.0,3.0,0.0,0.0,1.0,1.0,4.0,9.0,1.2857142857142858,East Midlands
10007851,University of Derby,A,"Allied Health Professions, Dentistry, Nursing and Pharmacy",0.0,0.0,1.0,1.0,3.0,0.0,5.0,10.0,1.4285714285714286,East Midlands
10007851,University of Derby,A,"Psychology, Psychiatry and Neuroscience",3.0,1.0,3.0,3.0,5.0,2.0,0.0,17.0,2.4285714285714284,East Midlands
10007851,University of Derby,B,Earth Systems and Environmental Sciences,3.0,0.0,1.0,1.0,2.0,2.0,5.0,14.0,2.0,East Midlands
10007851,University of Derby,B,Computer Science and Informatics,1.0,2.0,1.0,1.0,5.0,3.0,1.0,14.0,2.0,East Midlands
10007851,University of Derby,B,Engineering,0.0,2.0,2.0,2.0,1.0,3.0,5.0,15.0,2.142857142857143,East Midlands
10007851,University of Derby,C,Business and Management Studies,2.0,1.0,2.0,2.0,5.0,6.0,4.0,22.0,3.142857142857143,East Midlands
10007851,University of Derby,C,Social Work and Social Policy,1.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,0.8571428571428571,East Midlands
10007851,University of Derby,C,Education,0.0,2.0,2.0,0.0,0.0,1.0,3.0,8.0,1.1428571428571428,East Midlands
10007851,University of Derby,D,"Art and Design: History, Practice and Theory",0.0,0.0,0.0,3.0,1.0,2.0,2.0,8.0,1.1428571428571428,East Midlands
10007851,University of Derby,D,"Communication, Cultural and Media Studies, Library and Information Management",2.0,0.0,2.0,4.0,3.0,0.0,1.0,12.0,1.7142857142857142,East Midlands
10007852,University of Dundee,A,Clinical Medicine,22.5,24.4,16.2,24.5,16.0,20.8,15.0,139.39999999999998,19.91428571428571,Scotland
10007852,University of Dundee,A,"Allied Health Professions, Dentistry, Nursing and Pharmacy",8.0,8.0,5.5,8.0,9.0,1.5,15.0,55.0,7.857142857142857,Scotland
10007852,University of Dundee,A,"Psychology, Psychiatry and Neuroscience",6.0,7.2,4.0,5.5,6.0,2.0,3.0,33.7,4.814285714285715,Scotland
10007852,University of Dundee,A,Biological Sciences,37.0,44.8,36.3,52.5,40.5,38.45,33.0,282.55,40.364285714285714,Scotland
10007852,University of Dundee,B,Mathematical Sciences,2.0,4.0,2.0,3.0,6.5,2.55,3.0,23.05,3.292857142857143,Scotland
10007852,University of Dundee,B,Computer Science and Informatics,3.5,4.0,4.0,2.0,5.0,2.0,4.0,24.5,3.5,Scotland
10007852,University of Dundee,B,Engineering,23.0,26.1,22.0,17.0,15.0,14.7,15.0,132.8,18.97142857142857,Scotland
10007852,University of Dundee,C,Geography and Environmental Studies,3.0,3.0,7.0,7.0,7.0,6.0,7.0,40.0,5.714285714285714,Scotland
10007852,University of Dundee,C,Business and Management Studies,16.0,12.5,9.0,10.0,8.0,9.0,2.0,66.5,9.5,Scotland
10007852,University of Dundee,C,Law,10.0,7.5,7.0,8.0,6.0,16.0,9.0,63.5,9.071428571428571,Scotland
10007852,University of Dundee,C,Social Work and Social Policy,5.0,0.0,2.0,1.0,4.0,3.0,5.0,20.0,2.857142857142857,Scotland
10007852,University of Dundee,C,Education,5.0,7.0,5.0,5.0,4.0,8.0,11.0,45.0,6.428571428571429,Scotland
10007852,University of Dundee,D,English Language and Literature,1.0,2.0,4.0,3.0,2.0,3.0,3.0,18.0,2.571428571428572,Scotland
10007852,University of Dundee,D,History,3.0,3.0,6.0,1.0,1.0,3.45,0.5,17.95,2.564285714285714,Scotland
10007852,University of Dundee,D,Philosophy,1.0,1.0,1.0,1.0,2.0,1.0,3.4,10.4,1.4857142857142858,Scotland
10007852,University of Dundee,D,"Art and Design: History, Practice and Theory",5.0,4.5,7.0,5.5,7.0,7.55,7.1,43.65,6.235714285714286,Scotland
10007143,University of Durham,A,"Psychology, Psychiatry and Neuroscience",2.3,7.5,5.3,4.8,7.0,5.5,5.5,37.900000000000006,5.414285714285716,North East
10007143,University of Durham,A,Biological Sciences,13.9,8.1,17.1,11.5,10.7,15.6,14.0,90.9,12.985714285714284,North East
10007143,University of Durham,B,Earth Systems and Environmental Sciences,17.2,11.0,10.4,17.7,18.3,14.5,10.7,99.8,14.257142857142856,North East
10007143,University of Durham,B,Chemistry,21.1,23.5,27.6,39.6,37.2,30.5,23.0,202.5,28.928571428571427,North East
10007143,University of Durham,B,Physics,24.2,25.4,27.9,35.3,29.1,36.7,31.8,210.40000000000003,30.05714285714286,North East
10007143,University of Durham,B,Mathematical Sciences,12.5,14.5,16.3,9.2,17.5,20.1,9.4,99.5,14.214285714285714,North East
10007143,University of Durham,B,Computer Science and Informatics,6.0,4.9,12.3,7.0,3.1,4.6,8.9,46.8,6.685714285714286,North East
10007143,University of Durham,B,Engineering,18.2,16.3,13.9,7.4,9.5,13.3,10.2,88.8,12.685714285714283,North East
10007143,University of Durham,C,Geography and Environmental Studies,19.5,14.6,17.0,20.9,24.6,20.9,9.4,126.9,18.12857142857143,North East
10007143,University of Durham,C,Archaeology,16.0,14.5,9.6,13.2,14.3,11.5,11.6,90.7,12.957142857142856,North East
10007143,University of Durham,C,Business and Management Studies,34.8,42.0,32.3,38.5,34.8,35.3,27.3,245.0,35.0,North East
10007143,University of Durham,C,Law,9.0,7.7,11.8,19.5,12.0,4.3,13.5,77.8,11.114285714285714,North East
10007143,University of Durham,C,Politics and International Studies,22.3,16.3,13.6,15.9,13.3,13.3,12.5,107.2,15.314285714285717,North East
10007143,University of Durham,C,Sociology,5.7,8.4,11.4,11.4,5.4,9.5,6.0,57.8,8.257142857142856,North East
10007143,University of Durham,C,Anthropology and Development Studies,14.2,10.9,7.5,12.9,9.5,12.7,7.7,75.4,10.771428571428572,North East
10007143,University of Durham,C,Education,16.6,24.2,17.9,25.2,17.0,26.6,16.0,143.5,20.5,North East
10007143,University of Durham,C,"Sport and Exercise Sciences, Leisure and Tourism",1.1,1.7,1.5,1.6,0.0,2.3,2.6,10.8,1.5428571428571427,North East
10007143,University of Durham,D,Modern Languages and Linguistics,5.6,9.1,7.5,11.5,9.0,8.0,9.0,59.7,8.528571428571428,North East
10007143,University of Durham,D,English Language and Literature,8.5,17.6,6.8,15.2,17.5,17.8,13.0,96.4,13.77142857142857,North East
10007143,University of Durham,D,History,3.0,5.3,9.7,8.0,6.5,12.5,5.2,50.2,7.171428571428572,North East
10007143,University of Durham,D,Classics,10.0,1.0,5.0,4.8,5.0,3.6,3.2,32.6,4.6571428571428575,North East
10007143,University of Durham,D,Philosophy,7.4,11.0,6.0,4.0,12.0,9.5,9.0,58.9,8.414285714285715,North East
10007143,University of Durham,D,Theology and Religious Studies,19.0,24.0,26.7,30.0,18.0,24.9,23.6,166.2,23.74285714285714,North East
10007143,University of Durham,D,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",3.5,10.0,10.2,7.5,3.0,3.5,4.2,41.900000000000006,5.985714285714287,North East
10007789,The University of East Anglia,A,Clinical Medicine,6.0,7.0,5.0,6.0,11.0,16.0,9.0,60.0,8.571428571428571,London
10007789,The University of East Anglia,A,"Public Health, Health Services and Primary Care",5.0,4.0,4.0,2.0,5.0,3.0,5.0,28.0,4.0,London
10007789,The University of East Anglia,A,"Allied Health Professions, Dentistry, Nursing and Pharmacy",23.0,14.0,17.0,18.0,12.0,15.0,14.0,113.0,16.142857142857142,London
10007789,The University of East Anglia,A,"Psychology, Psychiatry and Neuroscience",23.0,26.0,20.0,23.0,22.0,29.0,28.0,171.0,24.428571428571427,London
10007789,The University of East Anglia,A,Biological Sciences,46.0,48.0,29.0,40.0,34.0,42.0,45.0,284.0,40.57142857142857,London
10007789,The University of East Anglia,A,"Agriculture, Food and Veterinary Sciences",5.0,5.0,7.0,4.0,4.0,3.0,4.0,32.0,4.571428571428571,London
10007789,The University of East Anglia,B,Earth Systems and Environmental Sciences,40.0,38.0,28.0,21.0,14.0,24.0,9.0,174.0,24.857142857142858,London
10007789,The University of East Anglia,B,Chemistry,21.0,20.0,18.0,15.0,12.0,11.0,7.0,104.0,14.857142857142858,London
10007789,The University of East Anglia,B,Mathematical Sciences,4.0,7.0,6.0,6.0,3.0,5.0,5.0,36.0,5.142857142857143,London
10007789,The University of East Anglia,B,Computer Science and Informatics,8.0,13.0,17.0,16.0,8.0,5.0,7.0,74.0,10.571428571428571,London
10007789,The University of East Anglia,C,Economics and Econometrics,10.0,6.0,4.0,7.0,6.0,5.0,7.0,45.0,6.428571428571429,London
10007789,The University of East Anglia,C,Business and Management Studies,4.0,10.0,4.0,8.0,8.0,6.0,9.0,49.0,7.0,London
10007789,The University of East Anglia,C,Law,5.0,6.0,2.0,4.0,2.0,3.0,5.0,27.0,3.857142857142857,London
10007789,The University of East Anglia,C,Politics and International Studies,3.0,4.0,3.0,3.0,6.0,2.0,3.0,24.0,3.4285714285714284,London
10007789,The University of East Anglia,C,Social Work and Social Policy,2.0,3.0,0.0,2.0,2.0,2.0,1.0,12.0,1.7142857142857142,London
10007789,The University of East Anglia,C,Anthropology and Development Studies,14.0,8.0,11.0,9.0,15.0,7.0,8.0,72.0,10.285714285714286,London
10007789,The University of East Anglia,C,Education,8.0,13.0,8.0,13.0,11.0,9.0,11.0,73.0,10.428571428571429,London
10007789,The University of East Anglia,D,Area Studies,9.0,5.0,16.0,13.0,8.0,10.0,8.0,69.0,9.857142857142858,London
10007789,The University of East Anglia,D,English Language and Literature,14.0,6.0,10.0,12.0,11.0,13.0,13.0,79.0,11.285714285714286,London
10007789,The University of East Anglia,D,History,6.0,15.0,12.0,11.0,8.0,6.0,6.0,64.0,9.142857142857142,London
10007789,The University of East Anglia,D,Philosophy,2.0,2.0,5.0,4.0,1.0,1.0,3.0,18.0,2.571428571428572,London
10007789,The University of East Anglia,D,"Art and Design: History, Practice and Theory",7.0,1.0,3.0,9.0,5.0,6.0,4.0,35.0,5.0,London
10007789,The University of East Anglia,D,"Communication, Cultural and Media Studies, Library and Information Management",11.0,11.0,11.0,15.0,10.0,6.0,5.0,69.0,9.857142857142858,London
10007144,University of East London,A,"Allied Health Professions, Dentistry, Nursing and Pharmacy",4.5,1.67,7.67,2.0,4.5,5.0,9.0,34.34,4.905714285714287,London
10007144,University of East London,A,"Psychology, Psychiatry and Neuroscience",7.5,6.5,12.5,1.0,6.0,4.0,2.0,39.5,5.642857142857143,London
10007144,University of East London,B,Computer Science and Informatics,1.0,1.0,6.33,5.0,5.0,5.0,9.0,32.33,4.618571428571428,London
10007144,University of East London,B,Engineering,3.0,0.0,3.5,0.0,4.0,5.0,2.0,17.5,2.5,London
10007144,University of East London,C,"Architecture, Built Environment and Planning",0.5,0.0,1.5,0.0,3.0,4.0,2.0,11.0,1.5714285714285714,London
10007144,University of East London,C,Business and Management Studies,2.5,1.0,1.0,8.0,3.0,7.0,4.0,26.5,3.7857142857142856,London
10007144,University of East London,C,Law,0.5,0.0,0.0,2.0,1.5,3.0,2.0,9.0,1.2857142857142858,London
10007144,University of East London,C,Social Work and Social Policy,1.5,1.67,2.0,1.0,0.0,3.0,3.0,12.17,1.7385714285714289,London
10007144,University of East London,C,Sociology,10.0,9.16,15.66,7.33,14.33,8.67,2.0,67.14999999999999,9.592857142857142,London
10007144,University of East London,C,Education,1.0,0.0,1.0,2.0,3.5,1.0,2.0,10.5,1.5,London
10007144,University of East London,D,"Art and Design: History, Practice and Theory",1.0,9.0,4.5,7.0,5.33,3.0,2.0,31.83,4.547142857142857,London
10007144,University of East London,D,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",0.0,0.0,1.67,0.0,0.66,0.0,0.0,2.33,0.3328571428571428,London
10007144,University of East London,D,"Communication, Cultural and Media Studies, Library and Information Management",4.0,3.0,5.67,1.67,3.18,1.33,4.0,22.85,3.2642857142857147,London
10007823,Edge Hill University,A,"Allied Health Professions, Dentistry, Nursing and Pharmacy",0.0,1.0,0.0,1.0,1.0,3.0,7.0,13.0,1.8571428571428568,North West
10007823,Edge Hill University,A,"Psychology, Psychiatry and Neuroscience",1.0,0.0,2.0,2.0,6.0,0.0,0.0,11.0,1.5714285714285714,North West
10007823,Edge Hill University,A,Biological Sciences,0.0,0.0,0.0,2.0,2.0,1.0,4.0,9.0,1.2857142857142858,North West
10007823,Edge Hill University,B,Computer Science and Informatics,1.0,0.0,3.0,0.0,1.0,0.0,4.0,9.0,1.2857142857142858,North West
10007823,Edge Hill University,C,Geography and Environmental Studies,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2857142857142857,North West
10007823,Edge Hill University,C,Business and Management Studies,0.0,0.0,2.0,0.0,0.0,2.0,2.0,6.0,0.8571428571428571,North West
10007823,Edge Hill University,C,Law,1.0,0.0,1.0,1.0,1.0,2.0,2.0,8.0,1.1428571428571428,North West
10007823,Edge Hill University,C,Social Work and Social Policy,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.4285714285714285,North West
10007823,Edge Hill University,C,Education,0.0,0.0,2.0,1.0,1.0,2.0,5.0,11.0,1.5714285714285714,North West
10007823,Edge Hill University,C,"Sport and Exercise Sciences, Leisure and Tourism",0.0,3.0,2.0,3.0,1.0,7.0,4.0,20.0,2.857142857142857,North West
10007823,Edge Hill University,D,English Language and Literature,2.0,1.0,2.0,4.0,4.0,1.0,5.0,19.0,2.7142857142857144,North West
10007823,Edge Hill University,D,History,0.0,0.0,0.0,1.0,1.0,1.0,3.0,6.0,0.8571428571428571,North West
10007823,Edge Hill University,D,"Communication, Cultural and Media Studies, Library and Information Management",0.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,North West
10007790,University of Edinburgh,A,Clinical Medicine,84.36,99.41,107.88,116.42,104.26,89.55,109.02,710.9,101.55714285714284,Scotland
10007790,University of Edinburgh,A,"Psychology, Psychiatry and Neuroscience",38.65,46.75,48.69,60.47,45.43,52.56,53.99,346.54,49.50571428571429,Scotland
10007790,University of Edinburgh,A,Biological Sciences,62.34,52.0,65.96,54.57,66.12,62.49,62.69,426.17,60.88142857142857,Scotland
10007790,University of Edinburgh,A,"Agriculture, Food and Veterinary Sciences",27.05,28.91,45.1,33.54,46.47,34.39,35.95,251.41,35.91571428571428,Scotland
10007790,University of Edinburgh,B,Earth Systems and Environmental Sciences,36.0,41.49,41.03,43.9,42.61,53.15,45.65,303.83,43.40428571428571,Scotland
10007790,University of Edinburgh,B,Chemistry,25.25,39.25,39.74,41.55,45.5,36.85,47.0,275.14,39.30571428571428,Scotland
10007790,University of Edinburgh,B,Physics,34.26,26.5,29.72,32.64,30.75,23.33,48.57,225.77,32.25285714285714,Scotland
10007790,University of Edinburgh,B,Mathematical Sciences,12.3,12.75,19.8,7.5,12.39,10.48,24.69,99.91,14.272857142857143,Scotland
10007790,University of Edinburgh,B,Computer Science and Informatics,34.85,50.3,49.75,37.24,55.99,33.73,52.82,314.68,44.95428571428572,Scotland
10007790,University of Edinburgh,B,Engineering,44.89,57.94,51.33,59.88,72.91,79.0,82.4,448.35,64.05,Scotland
10007790,University of Edinburgh,C,"Architecture, Built Environment and Planning",12.1,7.63,11.73,20.91,20.0,10.87,7.25,90.49,12.927142857142858,Scotland
10007790,University of Edinburgh,C,Economics and Econometrics,4.0,2.0,9.0,7.0,8.0,3.0,6.0,39.0,5.571428571428571,Scotland
10007790,University of Edinburgh,C,Business and Management Studies,24.9,23.75,19.8,13.45,21.35,26.35,18.7,148.29999999999998,21.185714285714283,Scotland
10007790,University of Edinburgh,C,Law,19.4,11.6,20.7,21.25,26.1,14.3,17.14,130.49,18.641428571428573,Scotland
10007790,University of Edinburgh,C,Politics and International Studies,3.8,16.3,8.5,10.05,9.0,7.85,9.4,64.9,9.271428571428572,Scotland
10007790,University of Edinburgh,C,Social Work and Social Policy,15.55,22.95,14.8,16.15,17.5,18.3,18.24,123.48999999999998,17.64142857142857,Scotland
10007790,University of Edinburgh,C,Sociology,21.6,19.4,26.5,17.45,16.8,23.5,20.71,145.96,20.85142857142857,Scotland
10007790,University of Edinburgh,C,Anthropology and Development Studies,10.2,13.6,9.6,17.2,9.65,19.55,16.15,95.95,13.707142857142856,Scotland
10007790,University of Edinburgh,C,Education,15.55,13.5,14.9,28.08,16.15,12.8,18.0,118.98,16.997142857142858,Scotland
10007790,University of Edinburgh,C,"Sport and Exercise Sciences, Leisure and Tourism",4.35,6.0,8.75,6.6,4.15,6.65,3.97,40.47,5.781428571428571,Scotland
10007790,University of Edinburgh,D,Modern Languages and Linguistics,16.7,25.5,20.5,20.75,24.77,26.8,27.21,162.23000000000002,23.17571428571429,Scotland
10007790,University of Edinburgh,D,English Language and Literature,18.0,22.7,9.5,17.45,12.4,23.6,23.1,126.75,18.107142857142858,Scotland
10007790,University of Edinburgh,D,History,10.7,19.2,18.9,24.85,20.5,15.55,12.8,122.5,17.5,Scotland
10007790,University of Edinburgh,D,Classics,7.7,8.0,12.8,10.5,16.4,10.5,7.3,73.2,10.457142857142856,Scotland
10007790,University of Edinburgh,D,Philosophy,13.0,10.7,8.6,10.7,7.0,11.31,11.55,72.86,10.40857142857143,Scotland
10007790,University of Edinburgh,D,Theology and Religious Studies,30.8,23.85,29.3,19.45,30.9,25.65,29.0,188.95,26.992857142857144,Scotland
10007790,University of Edinburgh,D,"Art and Design: History, Practice and Theory",10.5,13.07,6.67,15.18,12.81,8.99,13.0,80.22,11.46,Scotland
10007790,University of Edinburgh,D,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",13.2,7.95,11.45,8.27,13.09,13.09,11.7,78.75,11.25,Scotland
10007772,Edinburgh Napier University,A,"Allied Health Professions, Dentistry, Nursing and Pharmacy",1.0,3.0,4.0,5.0,11.0,11.0,6.0,41.0,5.857142857142857,Scotland
10007772,Edinburgh Napier University,B,Earth Systems and Environmental Sciences,0.0,0.0,0.0,3.0,2.0,1.0,4.0,10.0,1.4285714285714286,Scotland
10007772,Edinburgh Napier University,B,Computer Science and Informatics,1.0,4.0,7.0,6.0,6.0,7.0,11.0,42.0,6.0,Scotland
10007772,Edinburgh Napier University,B,Engineering,0.0,8.0,7.0,2.0,1.0,4.0,5.0,27.0,3.857142857142857,Scotland
10007772,Edinburgh Napier University,C,"Architecture, Built Environment and Planning",0.0,3.0,3.0,2.0,4.0,4.0,3.0,19.0,2.7142857142857144,Scotland
10007772,Edinburgh Napier University,C,Business and Management Studies,9.0,11.0,11.0,13.0,10.0,7.0,11.0,72.0,10.285714285714286,Scotland
10007772,Edinburgh Napier University,C,Law,0.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,0.7142857142857143,Scotland
10007772,Edinburgh Napier University,C,Social Work and Social Policy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1428571428571428,Scotland
10007772,Edinburgh Napier University,C,"Sport and Exercise Sciences, Leisure and Tourism",0.0,3.0,5.0,8.0,2.0,6.0,10.0,34.0,4.857142857142857,Scotland
10007772,Edinburgh Napier University,D,English Language and Literature,0.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,0.7142857142857143,Scotland
10007772,Edinburgh Napier University,D,"Art and Design: History, Practice and Theory",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
10007772,Edinburgh Napier University,D,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.5714285714285714,Scotland
10007772,Edinburgh Napier University,D,"Communication, Cultural and Media Studies, Library and Information Management",3.0,2.0,1.0,0.0,1.0,2.0,3.0,12.0,1.7142857142857142,Scotland
10007791,The University of Essex,A,"Public Health, Health Services and Primary Care",0.0,3.0,1.75,3.25,5.9,2.25,3.25,19.4,2.771428571428572,East of England
10007791,The University of Essex,A,"Psychology, Psychiatry and Neuroscience",17.0,20.0,17.5,14.0,14.5,22.5,23.0,128.5,18.357142857142858,East of England
10007791,The University of Essex,A,Biological Sciences,18.0,18.0,27.33,22.0,11.6,19.0,23.0,138.93,19.84714285714286,East of England
10007791,The University of Essex,B,Mathematical Sciences,3.0,5.0,6.0,2.0,7.0,11.0,3.0,37.0,5.285714285714286,East of England
10007791,The University of Essex,B,Computer Science and Informatics,24.0,28.0,23.77,14.0,21.5,16.0,18.0,145.26999999999998,20.752857142857145,East of England
10007791,The University of Essex,C,Economics and Econometrics,11.0,14.0,11.65,20.5,10.75,9.25,11.0,88.15,12.592857142857143,East of England
10007791,The University of Essex,C,Business and Management Studies,13.0,17.0,28.9,21.5,20.0,20.25,21.25,141.9,20.27142857142857,East of England
10007791,The University of Essex,C,Law,3.0,16.0,11.0,14.0,9.0,4.0,5.5,62.5,8.928571428571429,East of England
10007791,The University of Essex,C,Politics and International Studies,19.0,22.0,11.0,5.0,12.5,16.5,11.0,97.0,13.857142857142858,East of England
10007791,The University of Essex,C,Sociology,27.0,21.0,30.1,21.25,28.75,23.25,32.0,183.35,26.192857142857143,East of England
10007791,The University of Essex,C,"Sport and Exercise Sciences, Leisure and Tourism",5.0,6.0,2.0,5.0,3.0,3.5,7.0,31.5,4.5,East of England
10007791,The University of Essex,D,Modern Languages and Linguistics,26.0,18.0,14.0,15.0,18.5,11.0,16.0,118.5,16.928571428571427,East of England
10007791,The University of Essex,D,English Language and Literature,6.0,12.0,9.0,6.25,6.5,13.25,10.0,63.0,9.0,East of England
10007791,The University of Essex,D,History,3.0,4.0,6.0,4.5,4.0,3.0,4.0,28.5,4.071428571428571,East of England
10007791,The University of Essex,D,Philosophy,2.0,7.0,5.0,5.0,7.5,7.75,5.0,39.25,5.607142857142857,East of England
10007791,The University of Essex,D,"Art and Design: History, Practice and Theory",4.0,7.0,4.0,10.0,4.5,2.25,1.0,32.75,4.678571428571429,East of England
10007791,The University of Essex,D,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",2.0,2.0,0.0,0.75,0.5,1.25,3.0,9.5,1.3571428571428572,East of England
10007792,University of Exeter,A,Clinical Medicine,6.83,10.02,6.43,5.8,10.1,7.6,14.95,61.73,8.81857142857143,South West
10007792,University of Exeter,A,"Public Health, Health Services and Primary Care",5.58,10.02,9.7,7.5,5.45,9.3,11.97,59.52,8.502857142857142,South West
10007792,University of Exeter,A,"Allied Health Professions, Dentistry, Nursing and Pharmacy",1.8,0.67,1.43,0.9,3.1,2.17,1.15,11.22,1.602857142857143,South West
10007792,University of Exeter,A,"Psychology, Psychiatry and Neuroscience",34.95,36.97,26.46,26.05,23.35,27.7,25.2,200.68,28.668571428571425,South West
10007792,University of Exeter,A,Biological Sciences,17.55,19.5,18.85,24.75,28.4,22.55,28.7,160.3,22.9,South West
10007792,University of Exeter,B,Earth Systems and Environmental Sciences,13.95,10.7,22.07,23.15,19.15,31.55,17.98,138.55,19.792857142857144,South West
10007792,University of Exeter,B,Physics,17.5,17.5,15.6,14.55,17.8,24.05,20.0,127.0,18.142857142857142,South West
